titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
Maestros deberán reponer clases para recibir salario de días no trabajados durante el paro,Ministerio de Educación Nacional,100-11-05,https://www.mineducacion.gov.co/portal/salaprensa/Noticias/360752:Maestros-deberan-reponer-clases-para-recibir-salario-de-dias-no-trabajados-durante-el-paro&ved=2ahUKEwjyjPrb2duQAxXZ1fACHZ3cADoQxfQBegQIAhAC&usg=AOvVaw2yaWiXOMPJqjOt4XVYukS5,True,True,True,True,28.0,['FECODE'],Demandas de nivelación salarial y aumento salarial para los docentes.,,Se trata de un paro docente verdadero ya que se menciona que los maestros deben reponer clases debido a días no trabajados durante el paro convocado por Fecode.,Los maestros deben reponer clases para recibir salario de días no trabajados durante el paro de 28 días convocado por Fecode.,2017-05-01,paro docente,"Colombia, Bogotá",Maestros deberán reponer clases para recibir salario de días no trabajados durante el paro La medida busca garantizar el derecho a la educación y asegurar...,paro docente Colombia 2012,2025-11-05 19:03:49,Ministerio de Educación Nacional
Rama Judicial de Bucaramanga se declara en paro,Vanguardia,161-11-05,https://www.vanguardia.com/area-metropolitana/bucaramanga/2012/05/30/rama-judicial-de-bucaramanga-se-declara-en-paro/&ved=2ahUKEwjyjPrb2duQAxXZ1fACHZ3cADoQxfQBegQIAxAC&usg=AOvVaw0_gEvGAoSlL091xptwsrxm,True,True,False,True,,[],Los educadores se unieron a un paro en protesta por condiciones laborales y demandas del sector educativo.,,"Se trata de un paro docente verdadero ya que se menciona que los educadores se unieron al paro, lo que implica suspensión de clases.","Los trabajadores de la rama judicial en Bucaramanga se declaran en paro, uniendo fuerzas con educadores en protesta.",2023-10-03,paro docente,"Colombia, Bucaramanga",Los trabajadores de la rama judicial de Bucaramanga se unieron al paro de educadores que se tomó la plaza cívica Luis Carlos Galán Sarmiento.,paro docente Colombia 2012,2025-11-05 19:03:49,Medio no especificado
Profesores terminaron jornada de paro marchando contra la Fiduprevisora,La FM,2074-11-05,https://www.lafm.com.co/sociedad/paro-de-maestros-profesores-terminaron-marchando-contra-la-fiduprevisora-152445&ved=2ahUKEwi86cre2duQAxU7jokEHVkIFAwQxfQBegQIBxAC&usg=AOvVaw2Kaiwb7ADLu-GYZx4J_OZd,True,True,True,True,,['FECODE'],Los docentes protestan contra la Fiduprevisora.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas en el contexto de la movilización.,"800 maestros participaron en una jornada de paro a nivel nacional, culminando con una marcha en Bogotá.",2023-10-20,paro docente,"Colombia, Bogotá","Aproximadamente, 800 maestros participaron en la segunda jornada de paro convocado por Fecode a nivel nacional; en la capital se realizó una marcha para...",paro maestros Bogotá 2012,2025-11-05 19:03:52,FECODE
Maestros deberán reponer clases para recibir salario de días no trabajados durante el paro,Ministerio de Educación Nacional,100-11-05,https://www.mineducacion.gov.co/portal/salaprensa/Noticias/360752:Maestros-deberan-reponer-clases-para-recibir-salario-de-dias-no-trabajados-durante-el-paro&ved=2ahUKEwi86cre2duQAxU7jokEHVkIFAwQxfQBegQIARAC&usg=AOvVaw1YPyC7VSAum_33X_98zQVK,True,True,True,True,28.0,['FECODE'],Demandas de nivelación salarial y aumento salarial para los docentes.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas durante el cese de actividades convocado por Fecode.,Los maestros deben reponer clases para recibir salario de días no trabajados durante el paro de 28 días convocado por Fecode.,2017-05-01,paro docente,"Colombia, Bogotá","Bogotá D.C., 7 de junio de 2017. MinEducación. El Ministerio de Educación Nacional expidió la Directiva No. 37 del 7 de junio de 2017, la cual busca...",paro maestros Bogotá 2012,2025-11-05 19:03:52,Ministerio de Educación Nacional
Maestros deberán reponer clases para recibir salario de días no trabajados durante el paro,Ministerio de Educación Nacional,100-11-05,https://www.mineducacion.gov.co/portal/salaprensa/Noticias/360752:Maestros-deberan-reponer-clases-para-recibir-salario-de-dias-no-trabajados-durante-el-paro&ved=2ahUKEwjcyf_f2duQAxXxAHkGHSIBMn8QxfQBegQIARAC&usg=AOvVaw3-hEiEmsCyG42HWrHIi3hW,True,True,True,True,28.0,['FECODE'],Demandas de nivelación salarial y aumento salarial para los docentes.,,Se trata de un paro docente verdadero ya que hubo suspensión de clases programadas. Los maestros deben reponer las clases no trabajadas durante el paro convocado por FECODE.,Los maestros deben reponer clases para recibir salario de días no trabajados durante el paro. La ministra de Educación enfatiza la importancia de garantizar el derecho a la educación.,2017-05-01,paro docente,"Colombia, Bogotá","Bogotá D.C., 7 de junio de 2017. MinEducación. El Ministerio de Educación Nacional expidió la Directiva No. 37 del 7 de junio de 2017, la cual busca...",FECODE paro 2012,2025-11-05 19:03:54,Ministerio de Educación Nacional
Petro criticó medidas del alcalde Galán de restringir parrillero en Halloween: “No quita el homicidio”,Infobae,2025-11-05,https://www.infobae.com/colombia/2025/10/31/petro-se-metio-en-la-decision-de-alcalde-galan-de-restringir-parrillero-en-halloween-no-quita-el-homicidio/&ved=2ahUKEwjsivPk2duQAxUiv4kEHbcbLC8QxfQBegQIBhAC&usg=AOvVaw386wzO1UI5mbvpDjB6rSfM,True,True,True,True,4.0,[],Los motociclistas protestan contra las restricciones de circulación impuestas por el alcalde de Bogotá para garantizar la seguridad durante Halloween.,,Se considera un paro docente verdadero porque hubo una suspensión de clases programadas debido a la movilización de motociclistas en Bogotá.,Los motociclistas en Bogotá iniciaron un paro el 30 de octubre de 2025 en respuesta a las restricciones de circulación impuestas por el alcalde.,2025-10-30,paro docente,"Colombia, Bogotá","La determinación del alcalde Carlos Fernando Galán resultó en un paro de moteros que colapsó parte de la movilidad capitalina durante el 30 de octubre,...",ADE Bogotá paro 2012,2025-11-05 19:04:07,Infobae
Son Titulares martes 12 de noviembre de 2019 #12Nov,El Impulso,2071-11-05,https://www.elimpulso.com/2019/11/12/son-titulares-al-dia-martes-12-de-noviembre-de-2019/&ved=2ahUKEwiQ24rn2duQAxVSmokEHdkIH1cQxfQBegQICBAC&usg=AOvVaw0p5fYrX63q3IEN0KkwcUhn,True,True,False,True,3.0,['FVM'],Demandas relacionadas con mejoras en las condiciones laborales y educativas.,,"Se confirma un paro docente por 72 horas convocado por la FVM, lo que implica suspensión de clases.",El magisterio convoca a un paro de 72 horas a partir del 16 de noviembre.,2019-11-16,paro docente,Colombia,"Magisterio confirma llamado a paro por 72 horas dijo la FVM. Total respaldo a la convocatoria del 16N dieron gremios, sindicatos, estudiantes y sociedad...",magisterio colombiano paro 2012,2025-11-05 19:04:11,FVM
Maestros deberán reponer clases para recibir salario de días no trabajados durante el paro,Ministerio de Educación Nacional,100-11-05,https://www.mineducacion.gov.co/portal/salaprensa/Noticias/360752:Maestros-deberan-reponer-clases-para-recibir-salario-de-dias-no-trabajados-durante-el-paro&ved=2ahUKEwiQ24rn2duQAxVSmokEHdkIH1cQxfQBegQIBBAC&usg=AOvVaw1wsn12STV3S4ylXSwFts_3,True,True,True,True,28.0,['FECODE'],Demandas de nivelación salarial y aumento salarial para los docentes.,,Se trata de un paro docente verdadero ya que se menciona que los maestros deberán reponer clases debido a días no trabajados durante el paro convocado por FECODE.,Los maestros deben reponer clases para recibir salario de días no trabajados durante el paro convocado por FECODE.,2017-05-01,paro docente,"Colombia, Bogotá",Maestros deberán reponer clases para recibir salario de días no trabajados durante el paro La medida busca garantizar el derecho a la educación y asegurar...,magisterio colombiano paro 2012,2025-11-05 19:04:11,Ministerio de Educación Nacional
Mineduc define ruta para recuperar tiempo perdido en escuelas tras huelga docente,Soy502,2025-11-03,https://www.soy502.com/articulo/mineduc-estrategia-recuperacion-tras-huelga-docente-102052&ved=2ahUKEwiR9cvs2duQAxX3lokEHYdjPK8QxfQBegQIBhAC&usg=AOvVaw1sCs9KC-TLo6eiTMZEz27w,True,True,False,True,,['STEG'],Recuperar tiempo perdido en la enseñanza debido a la huelga.,,Se trata de un paro docente verdadero ya que se menciona una huelga magisterial que ha causado la suspensión de clases.,Se define una ruta para recuperar el tiempo perdido en escuelas tras una huelga docente.,2023-10-01,huelga,Colombia,Tutores apoyados por voluntarios serán los encargados de enseñar los contenidos atrasados por la huelga magisterial.OTRAS NOTAS: CC ordena al STEG suspender...,suspensión de clases por paro docente 2012,2025-11-05 19:04:22,Mineduc
"Sindicato de maestros para este lunes por 24 horas ante ""violencia institucional""",subrayado.com.uy,2025-11-29,https://www.subrayado.com.uy/sindicato-maestros-este-lunes-24-horas-violencia-institucional-n916493&ved=2ahUKEwiR9cvs2duQAxX3lokEHYdjPK8QxfQBegQIARAC&usg=AOvVaw3Um6tyeiA5RNhz7MSWqU-a,True,True,False,True,1.0,[],Violencia institucional y la muerte de una maestra.,,Se trata de un paro docente verdadero ya que se suspendieron las clases programadas por 24 horas. La movilización se realiza en respuesta a la violencia institucional tras la muerte de una maestra.,El sindicato de maestros convocó un paro de 24 horas por violencia institucional tras la muerte de una maestra.,2023-10-30,paro docente,Colombia,"El sindicato propuso una ""instancia de reflexión"" por la muerte de una maestra de la escuela 4, sin la concurrencia de alumnos, y las autoridades lo negaron...",suspensión de clases por paro docente 2012,2025-11-05 19:04:22,Sindicato de maestros
